Average.parameter, Average.points, RandomNeutral.parameter, RandomNeutral.points
9, 8.66, 0, 13.32
9, 8.55, 0, 13.26
9, 8.60, 0, 14.00
9, 8.31, 0, 14.20
9, 9.07, 0, 13.19
9, 8.85, 0, 13.83
9, 8.77, 0, 13.98
9, 8.50, 0, 13.81
9, 8.88, 0, 13.73
9, 9.08, 0, 13.21
9, 8.56, 0, 13.69
9, 8.85, 0, 13.96
9, 8.54, 0, 13.63
9, 8.21, 0, 13.48
9, 8.69, 0, 13.73
9, 8.76, 0, 13.18
9, 8.74, 0, 13.81
9, 8.06, 0, 13.77
9, 8.87, 0, 13.34
9, 8.83, 0, 13.59
9, 9.31, 0, 13.79
9, 8.53, 0, 13.43
9, 8.99, 0, 13.45
9, 8.90, 0, 13.79
9, 8.06, 0, 13.94
9, 8.67, 0, 13.49
9, 8.68, 0, 13.48
9, 8.69, 0, 13.50
9, 8.35, 0, 14.19
9, 8.42, 0, 13.76
9, 8.28, 0, 13.81
9, 7.86, 0, 13.78
9, 8.90, 0, 13.29
9, 8.40, 0, 13.50
9, 8.29, 0, 14.10
9, 7.96, 0, 13.73
9, 8.38, 0, 13.71
9, 8.30, 0, 13.21
9, 8.36, 0, 13.58
9, 8.54, 0, 13.77
9, 8.20, 0, 13.46
9, 8.63, 0, 13.96
9, 8.70, 0, 13.60
9, 8.64, 0, 13.52
9, 8.70, 0, 13.86
9, 9.16, 0, 13.48
9, 8.85, 0, 13.35
9, 8.37, 0, 13.81
9, 8.45, 0, 13.38
9, 8.98, 0, 13.68
9, 8.76, 0, 13.50
9, 8.18, 0, 13.96
9, 8.84, 0, 13.34
9, 8.35, 0, 13.84
9, 8.58, 0, 13.79
9, 8.44, 0, 13.23
9, 8.27, 0, 13.43
9, 8.92, 0, 13.18
9, 8.82, 0, 13.87
9, 9.42, 0, 13.45
9, 8.07, 0, 13.18
9, 8.00, 0, 13.81
9, 8.58, 0, 14.02
9, 8.97, 0, 13.79
9, 8.61, 0, 13.66
9, 7.90, 0, 13.25
9, 8.28, 0, 13.30
9, 8.59, 0, 13.57
9, 8.62, 0, 13.84
9, 8.59, 0, 13.76
9, 8.69, 0, 13.56
9, 8.34, 0, 13.45
9, 8.12, 0, 13.55
9, 8.73, 0, 13.21
0, 8.55, 1, 9.89
0, 9.09, 1, 8.81
0, 9.33, 1, 8.97
0, 8.97, 1, 9.70
0, 8.79, 1, 9.53
0, 8.82, 1, 9.67
0, 8.92, 1, 9.39
0, 9.27, 1, 9.37
0, 8.52, 1, 8.77
0, 8.86, 1, 8.85
0, 8.31, 1, 9.39
0, 8.91, 1, 8.67
0, 8.70, 1, 9.62
0, 9.09, 1, 9.60
0, 8.76, 1, 9.18
0, 8.87, 1, 9.87
0, 8.75, 1, 9.46
0, 8.75, 1, 9.86
0, 8.58, 1, 9.49
0, 8.54, 1, 9.83
0, 8.96, 1, 9.68
0, 8.75, 1, 9.75
0, 8.79, 1, 9.89
0, 8.66, 1, 10.49
0, 8.85, 1, 9.66
0, 8.74, 1, 8.86
0, 8.61, 1, 10.22
0, 9.30, 1, 9.26
0, 8.49, 1, 9.33
0, 9.14, 1, 8.90
0, 8.84, 1, 9.86
0, 9.33, 1, 9.85
0, 8.59, 1, 9.61
0, 9.40, 1, 9.49
0, 8.70, 1, 10.22
0, 8.85, 1, 9.34
0, 9.01, 1, 9.58
0, 8.36, 1, 9.16
0, 8.90, 1, 9.37
0, 8.37, 1, 9.44
0, 8.68, 1, 10.45
0, 8.47, 1, 9.88
0, 9.40, 1, 9.09
0, 8.61, 1, 9.90
0, 9.06, 1, 9.83
0, 9.11, 1, 9.28
0, 9.14, 1, 9.25
0, 8.72, 1, 8.95
0, 8.86, 1, 9.54
0, 8.76, 1, 9.50
0, 8.79, 1, 10.16
0, 8.25, 1, 9.36
0, 8.05, 1, 9.85
0, 9.52, 1, 9.39
0, 8.55, 1, 10.17
0, 8.76, 1, 8.99
0, 9.11, 1, 9.20
0, 9.13, 1, 9.20
0, 9.78, 1, 9.29
0, 8.09, 1, 8.84
0, 10.24, 1, 9.65
0, 9.10, 1, 9.45
0, 9.18, 1, 9.80
0, 9.11, 1, 10.57
0, 9.80, 1, 9.84
0, 8.98, 1, 9.19
0, 8.74, 1, 8.73
0, 9.93, 1, 9.92
0, 9.65, 1, 9.35
0, 8.85, 1, 9.77
0, 8.67, 1, 9.54
0, 8.55, 1, 9.30
0, 8.79, 1, 9.41
0, 8.35, 1, 10.20
0, 9.43, 1, 9.77
0, 9.09, 1, 9.62
0, 8.84, 1, 9.13
0, 9.20, 1, 9.75
0, 9.56, 1, 9.53
0, 9.35, 1, 9.36
0, 8.84, 1, 9.53
0, 8.70, 1, 9.05
0, 8.97, 1, 9.51
0, 8.93, 1, 9.89
0, 9.00, 1, 9.05
0, 8.76, 1, 9.86
0, 8.79, 1, 9.24
0, 8.95, 1, 8.84
0, 8.68, 1, 9.94
0, 8.75, 1, 9.05
0, 8.73, 1, 9.07
0, 9.09, 1, 9.90
0, 9.15, 1, 9.56
0, 8.93, 1, 9.04
0, 9.19, 1, 9.42
0, 8.54, 1, 9.15
0, 9.47, 1, 9.62
0, 8.98, 1, 9.69
0, 9.44, 1, 10.29
0, 8.90, 1, 9.19
1, 9.31, 1, 10.69
1, 9.77, 1, 10.17
1, 9.09, 1, 10.08
1, 9.68, 1, 9.66
1, 9.71, 1, 9.29
1, 8.64, 1, 9.63
1, 8.75, 1, 9.82
1, 8.35, 1, 9.82
1, 8.92, 1, 10.37
1, 8.85, 1, 11.06
1, 8.90, 1, 10.27
1, 8.43, 1, 10.70
1, 8.70, 1, 10.04
1, 8.56, 1, 9.69
1, 9.37, 1, 9.79
1, 8.79, 1, 10.81
1, 8.99, 1, 9.54
1, 9.64, 1, 10.24
1, 8.84, 1, 10.02
1, 9.12, 1, 9.78
1, 9.28, 1, 10.22
1, 8.99, 1, 9.47
1, 8.63, 1, 10.05
1, 9.67, 1, 10.30
1, 9.11, 1, 10.00
1, 8.71, 1, 9.62
1, 8.73, 1, 9.45
1, 8.59, 1, 11.09
1, 8.61, 1, 9.77
1, 8.98, 1, 10.18
1, 9.63, 1, 10.11
1, 9.00, 1, 9.72
1, 8.88, 1, 9.85
1, 8.88, 1, 9.65
1, 9.27, 1, 9.62
1, 9.09, 1, 10.31
1, 8.93, 1, 9.85
1, 8.98, 1, 10.02
1, 9.43, 1, 10.06
1, 8.77, 1, 10.58
1, 8.62, 1, 9.58
1, 8.90, 1, 10.29
1, 8.89, 1, 9.97
1, 9.20, 1, 9.81
1, 9.32, 1, 9.81
1, 8.59, 1, 9.71
1, 8.34, 1, 10.46
1, 9.30, 1, 10.55
1, 8.53, 1, 9.86
1, 8.35, 1, 9.96
1, 9.13, 1, 9.49
1, 9.42, 1, 9.89
1, 9.21, 1, 9.91
1, 9.66, 1, 10.37
1, 8.91, 1, 10.02
1, 8.86, 1, 9.99
1, 9.07, 1, 9.61
1, 8.43, 1, 8.85
1, 9.43, 1, 9.42
1, 8.50, 1, 9.89
1, 9.64, 1, 9.94
1, 9.79, 1, 10.96
1, 8.89, 1, 10.10
1, 9.08, 1, 10.16
1, 8.99, 1, 10.22
1, 8.54, 1, 9.91
1, 8.86, 1, 10.82
1, 7.93, 1, 10.22
1, 8.44, 1, 10.24
1, 8.52, 1, 10.25
1, 8.48, 1, 9.69
1, 9.44, 1, 9.75
1, 10.03, 1, 10.24
1, 9.03, 1, 10.28
1, 9.08, 1, 10.41
1, 9.10, 1, 9.92
1, 8.07, 1, 10.44
1, 8.60, 1, 9.89
1, 9.15, 1, 9.67
1, 9.53, 1, 9.95
1, 8.65, 1, 8.93
1, 8.20, 1, 9.09
1, 9.00, 1, 9.76
1, 8.70, 1, 10.16
1, 8.74, 1, 9.72
1, 8.78, 1, 9.42
1, 8.85, 1, 9.56
1, 9.34, 1, 9.43
1, 8.55, 1, 9.80
1, 8.49, 1, 10.34
1, 9.25, 1, 10.34
1, 9.77, 1, 10.14
1, 8.99, 1, 9.59
1, 8.28, 1, 9.85
1, 8.97, 1, 10.11
1, 8.37, 1, 9.49
1, 8.40, 1, 9.98
1, 9.48, 1, 10.64
1, 8.67, 1, 9.74
1, 7.81, 1, 10.03
2, 8.73, 1, 10.34
2, 8.11, 1, 10.70
2, 8.72, 1, 10.39
2, 7.91, 1, 10.40
2, 8.31, 1, 10.33
2, 8.65, 1, 10.67
2, 9.56, 1, 10.70
2, 9.35, 1, 9.84
2, 9.14, 1, 10.17
2, 8.64, 1, 9.97
2, 8.25, 1, 9.93
2, 8.59, 1, 10.46
2, 9.70, 1, 10.20
2, 9.01, 1, 10.52
2, 8.81, 1, 10.60
2, 8.42, 1, 10.47
2, 8.43, 1, 10.67
2, 8.93, 1, 9.77
2, 8.84, 1, 10.06
2, 8.38, 1, 9.88
2, 9.35, 1, 10.48
2, 8.30, 1, 10.07
2, 8.59, 1, 10.39
2, 8.94, 1, 10.13
2, 8.77, 1, 10.82
2, 8.89, 1, 10.52
2, 9.37, 1, 10.08
2, 8.72, 1, 10.37
2, 8.35, 1, 10.68
2, 8.67, 1, 10.17
2, 8.50, 1, 10.50
2, 8.59, 1, 10.77
2, 8.89, 1, 11.13
2, 9.91, 1, 10.54
2, 8.76, 1, 10.11
2, 8.45, 1, 10.35
2, 8.94, 1, 9.84
2, 8.81, 1, 10.19
2, 9.34, 1, 10.52
2, 8.56, 1, 10.05
2, 9.15, 1, 10.47
2, 8.65, 1, 10.70
2, 8.71, 1, 10.33
2, 8.77, 1, 10.22
2, 8.36, 1, 9.95
2, 8.52, 1, 10.19
2, 8.59, 1, 9.87
2, 9.17, 1, 9.72
2, 9.58, 1, 10.10
2, 8.81, 1, 10.39
2, 9.37, 1, 9.70
2, 9.03, 1, 9.66
2, 8.00, 1, 10.41
2, 8.75, 1, 10.24
2, 8.02, 1, 10.14
2, 8.99, 1, 9.96
2, 8.91, 1, 10.43
2, 9.40, 1, 10.78
2, 9.41, 1, 9.56
2, 8.93, 1, 10.53
2, 8.98, 1, 10.77
2, 8.34, 1, 9.80
2, 9.40, 1, 10.40
2, 8.57, 1, 10.50
2, 9.31, 1, 10.44
2, 8.48, 1, 10.51
2, 9.26, 1, 10.80
2, 8.98, 1, 10.25
2, 8.39, 1, 10.11
2, 8.38, 1, 10.51
2, 8.70, 1, 9.91
2, 8.84, 1, 9.87
2, 8.72, 1, 10.21
2, 8.80, 1, 9.96
2, 8.93, 1, 10.06
2, 8.75, 1, 10.70
2, 8.89, 1, 10.26
2, 8.64, 1, 10.91
2, 8.70, 1, 10.28
2, 8.86, 1, 10.25
2, 9.11, 1, 10.27
2, 8.28, 1, 10.56
2, 9.36, 1, 10.40
2, 8.59, 1, 10.45
2, 8.46, 1, 10.63
2, 8.96, 1, 10.34
2, 8.60, 1, 10.45
2, 9.26, 1, 10.86
2, 8.89, 1, 10.49
2, 8.12, 1, 9.93
2, 8.79, 1, 11.59
2, 9.18, 1, 11.58
2, 8.82, 1, 10.88
2, 8.83, 1, 10.79
2, 9.02, 1, 9.76
2, 8.01, 1, 9.99
2, 9.35, 1, 10.19
2, 8.88, 1, 10.55
2, 8.96, 1, 9.96
2, 8.66, 1, 10.53
3, 7.85, 1, 10.96
3, 8.61, 1, 10.83
3, 8.17, 1, 10.51
3, 8.55, 1, 10.53
3, 8.45, 1, 10.82
3, 8.49, 1, 11.10
3, 8.84, 1, 9.91
3, 8.90, 1, 11.15
3, 9.61, 1, 10.57
3, 8.37, 1, 10.52
3, 8.48, 1, 10.92
3, 8.70, 1, 10.78
3, 8.11, 1, 10.85
3, 8.45, 1, 10.58
3, 8.43, 1, 10.54
3, 8.66, 1, 10.72
3, 9.58, 1, 10.99
3, 9.19, 1, 11.28
3, 8.59, 1, 11.32
3, 9.03, 1, 11.09
3, 8.80, 1, 11.70
3, 8.85, 1, 11.07
3, 8.28, 1, 11.18
3, 8.86, 1, 10.68
3, 8.51, 1, 10.77
3, 8.49, 1, 10.88
3, 8.52, 1, 10.74
3, 8.45, 1, 10.41
3, 8.91, 1, 10.84
3, 8.83, 1, 11.49
3, 8.54, 1, 10.65
3, 8.75, 1, 11.46
3, 9.02, 1, 10.94
3, 9.16, 1, 10.69
3, 9.05, 1, 11.05
3, 8.08, 1, 10.47
3, 8.72, 1, 10.98
3, 9.09, 1, 11.05
3, 9.80, 1, 10.56
3, 8.87, 1, 10.84
3, 8.45, 1, 11.42
3, 8.40, 1, 10.71
3, 8.30, 1, 10.55
3, 8.81, 1, 11.34
3, 8.50, 1, 10.63
3, 9.22, 1, 11.11
3, 8.75, 1, 11.11
3, 9.32, 1, 11.33
3, 9.03, 1, 11.29
3, 8.89, 1, 10.92
3, 8.36, 1, 10.55
3, 8.30, 1, 10.88
3, 8.82, 1, 11.57
3, 8.93, 1, 11.14
3, 8.99, 1, 11.47
3, 8.89, 1, 11.34
3, 7.93, 1, 11.15
3, 8.60, 1, 10.76
3, 9.14, 1, 10.78
3, 7.71, 1, 11.12
3, 8.53, 1, 11.38
3, 8.88, 1, 10.97
3, 8.50, 1, 11.59
3, 9.33, 1, 10.59
3, 9.02, 1, 11.20
3, 8.64, 1, 11.20
3, 8.85, 1, 10.79
3, 8.28, 1, 10.71
3, 8.87, 1, 10.96
3, 8.43, 1, 11.05
3, 8.72, 1, 10.98
3, 9.29, 1, 10.51
3, 8.48, 1, 10.28
3, 8.52, 1, 10.58
3, 8.65, 1, 11.58
3, 9.01, 1, 10.70
3, 8.98, 1, 11.07
3, 8.41, 1, 10.32
3, 8.45, 1, 11.00
3, 8.79, 1, 10.51
3, 9.31, 1, 10.76
3, 8.67, 1, 10.75
3, 8.80, 1, 11.10
3, 8.63, 1, 10.08
3, 9.02, 1, 10.56
3, 7.69, 1, 11.21
3, 8.52, 1, 10.58
3, 8.92, 1, 11.50
3, 8.92, 1, 11.58
3, 8.00, 1, 10.62
3, 8.80, 1, 10.61
3, 8.68, 1, 11.11
3, 9.21, 1, 10.80
3, 8.91, 1, 11.51
3, 8.69, 1, 11.34
3, 8.71, 1, 10.95
3, 9.34, 1, 11.06
3, 8.25, 1, 11.00
3, 8.78, 1, 10.65
3, 8.68, 1, 10.98
4, 8.16, 1, 10.82
4, 8.23, 1, 11.33
4, 8.79, 1, 11.65
4, 8.60, 1, 10.97
4, 8.91, 1, 11.27
4, 9.06, 1, 11.92
4, 8.51, 1, 10.77
4, 8.88, 1, 10.42
4, 8.65, 1, 11.52
4, 8.83, 1, 11.43
4, 9.15, 1, 10.72
4, 8.40, 1, 10.78
4, 9.42, 1, 11.61
4, 8.31, 1, 11.01
4, 8.51, 1, 11.49
4, 8.99, 1, 10.91
4, 8.50, 1, 11.11
4, 8.64, 1, 11.60
4, 8.70, 1, 11.00
4, 8.58, 1, 11.79
4, 8.57, 1, 10.84
4, 8.44, 1, 11.21
4, 8.67, 1, 11.41
4, 8.63, 1, 10.28
4, 9.44, 1, 10.98
4, 8.84, 1, 11.71
4, 8.86, 1, 11.22
4, 9.50, 1, 10.97
4, 9.50, 1, 11.73
4, 9.36, 1, 11.58
4, 8.18, 1, 11.50
4, 8.90, 1, 11.28
4, 8.61, 1, 11.65
4, 8.79, 1, 11.71
4, 8.65, 1, 11.72
4, 8.78, 1, 11.24
4, 8.96, 1, 11.88
4, 8.02, 1, 11.87
4, 8.35, 1, 11.12
4, 8.03, 1, 11.63
4, 9.34, 1, 11.31
4, 8.99, 1, 11.90
4, 8.28, 1, 11.34
4, 8.16, 1, 11.41
4, 8.61, 1, 10.53
4, 9.38, 1, 10.78
4, 8.75, 1, 11.62
4, 8.50, 1, 11.59
4, 8.82, 1, 11.04
4, 8.46, 1, 11.63
4, 9.59, 1, 11.91
4, 8.65, 1, 10.88
4, 8.30, 1, 11.63
4, 7.85, 1, 11.44
4, 9.66, 1, 11.29
4, 8.93, 1, 11.08
4, 9.52, 1, 11.30
4, 8.58, 1, 11.25
4, 8.88, 1, 11.36
4, 8.23, 1, 11.21
4, 9.08, 1, 11.43
4, 8.82, 1, 12.10
4, 8.68, 1, 12.20
4, 9.33, 1, 11.48
4, 8.41, 1, 10.98
4, 9.30, 1, 11.57
4, 8.55, 1, 11.53
4, 8.93, 1, 11.21
4, 8.42, 1, 11.78
4, 8.83, 1, 11.32
4, 9.83, 1, 11.20
4, 8.82, 1, 10.47
4, 8.93, 1, 11.23
4, 8.76, 1, 11.21
4, 9.46, 1, 10.89
4, 7.92, 1, 10.54
4, 8.65, 1, 11.20
4, 8.52, 1, 11.43
4, 9.39, 1, 10.59
4, 8.62, 1, 10.87
4, 8.49, 1, 11.50
4, 8.48, 1, 10.49
4, 9.36, 1, 11.53
4, 8.74, 1, 11.20
4, 8.74, 1, 11.53
4, 9.05, 1, 12.13
4, 8.67, 1, 11.71
4, 8.62, 1, 11.66
4, 8.94, 1, 11.03
4, 8.93, 1, 11.05
4, 8.86, 1, 10.53
4, 8.62, 1, 11.69
4, 8.73, 1, 11.31
4, 8.86, 1, 11.55
4, 8.81, 1, 11.11
4, 8.65, 1, 11.25
4, 9.43, 1, 11.02
4, 8.41, 1, 12.16
4, 9.27, 1, 11.61
4, 9.32, 1, 11.39
5, 8.81, 1, 11.68
5, 9.04, 1, 12.00
5, 8.33, 1, 11.58
5, 8.77, 1, 12.34
5, 8.72, 1, 11.87
5, 8.30, 1, 11.64
5, 9.07, 1, 12.30
5, 8.90, 1, 11.54
5, 8.17, 1, 12.17
5, 9.12, 1, 11.71
5, 8.83, 1, 11.94
5, 8.52, 1, 11.91
5, 8.82, 1, 12.02
5, 8.45, 1, 12.10
5, 9.04, 1, 11.62
5, 9.65, 1, 11.88
5, 8.96, 1, 11.94
5, 9.06, 1, 11.33
5, 7.44, 1, 11.72
5, 9.04, 1, 11.53
5, 8.53, 1, 11.66
5, 9.10, 1, 12.08
5, 8.29, 1, 12.08
5, 8.89, 1, 12.39
5, 8.51, 1, 11.79
5, 8.35, 1, 11.27
5, 8.31, 1, 11.43
5, 8.85, 1, 11.48
5, 8.45, 1, 11.99
5, 8.51, 1, 11.74
5, 9.01, 1, 12.26
5, 8.85, 1, 12.33
5, 8.53, 1, 11.88
5, 8.47, 1, 11.10
5, 9.19, 1, 11.67
5, 8.99, 1, 11.99
5, 7.97, 1, 11.59
5, 8.51, 1, 11.81
5, 9.32, 1, 11.41
5, 8.93, 1, 11.45
5, 8.40, 1, 12.20
5, 8.74, 1, 11.71
5, 8.15, 1, 11.97
5, 8.49, 1, 11.90
5, 8.60, 1, 11.92
5, 9.03, 1, 11.86
5, 9.21, 1, 12.27
5, 8.89, 1, 11.67
5, 9.07, 1, 11.61
5, 8.80, 1, 11.64
5, 8.82, 1, 12.14
5, 8.55, 1, 11.91
5, 8.37, 1, 11.95
5, 8.80, 1, 11.86
5, 8.49, 1, 11.87
5, 8.57, 1, 11.81
5, 9.47, 1, 11.13
5, 8.67, 1, 11.81
5, 7.98, 1, 11.41
5, 8.92, 1, 11.92
5, 9.47, 1, 11.43
5, 8.75, 1, 11.94
5, 9.33, 1, 11.79
5, 8.40, 1, 11.35
5, 9.16, 1, 11.69
5, 8.14, 1, 12.45
5, 8.95, 1, 12.19
5, 9.40, 1, 12.33
5, 8.78, 1, 12.33
5, 8.58, 1, 11.68
5, 8.23, 1, 11.93
5, 9.22, 1, 11.42
5, 8.39, 1, 11.98
5, 8.86, 1, 11.82
5, 8.63, 1, 12.19
5, 8.49, 1, 11.66
5, 8.46, 1, 12.00
5, 8.68, 1, 11.79
5, 8.38, 1, 12.49
5, 8.84, 1, 12.04
5, 8.78, 1, 11.50
5, 9.00, 1, 12.19
5, 8.07, 1, 11.61
5, 7.83, 1, 11.87
5, 8.71, 1, 12.09
5, 8.75, 1, 11.46
5, 8.80, 1, 11.79
5, 8.82, 1, 11.15
5, 8.91, 1, 11.50
5, 9.42, 1, 11.55
5, 8.99, 1, 11.20
5, 8.67, 1, 11.59
5, 8.59, 1, 12.07
5, 8.70, 1, 11.94
5, 8.88, 1, 12.04
5, 8.35, 1, 11.96
5, 8.83, 1, 11.04
5, 9.09, 1, 12.20
5, 8.68, 1, 11.54
5, 8.68, 1, 11.95
6, 8.25, 1, 12.17
6, 9.56, 1, 11.93
6, 9.45, 1, 12.33
6, 8.22, 1, 13.02
6, 8.82, 1, 12.16
6, 8.80, 1, 12.60
6, 9.49, 1, 12.11
6, 8.26, 1, 12.40
6, 8.29, 1, 11.94
6, 8.86, 1, 12.07
6, 8.47, 1, 12.27
6, 8.38, 1, 11.95
6, 7.99, 1, 12.57
6, 8.59, 1, 12.50
6, 9.19, 1, 11.52
6, 8.60, 1, 11.52
6, 8.41, 1, 12.36
6, 8.04, 1, 12.49
6, 8.64, 1, 12.58
6, 8.84, 1, 12.63
6, 8.61, 1, 12.87
6, 8.91, 1, 12.36
6, 8.23, 1, 11.73
6, 8.93, 1, 12.08
6, 9.09, 1, 11.59
6, 9.03, 1, 12.29
6, 9.26, 1, 11.89
6, 9.51, 1, 12.38
6, 8.57, 1, 11.93
6, 8.58, 1, 12.58
6, 8.68, 1, 12.34
6, 8.95, 1, 12.25
6, 8.08, 1, 12.00
6, 8.72, 1, 12.51
6, 8.61, 1, 12.11
6, 8.89, 1, 12.05
6, 8.21, 1, 12.53
6, 8.68, 1, 12.63
6, 8.88, 1, 12.25
6, 8.21, 1, 13.09
6, 8.93, 1, 12.10
6, 8.90, 1, 11.74
6, 8.93, 1, 12.39
6, 8.07, 1, 11.78
6, 8.17, 1, 11.74
6, 8.64, 1, 12.12
6, 8.56, 1, 11.94
6, 8.71, 1, 12.03
6, 8.20, 1, 11.68
6, 7.78, 1, 12.39
6, 8.40, 1, 12.43
6, 8.96, 1, 12.16
6, 9.17, 1, 12.51
6, 8.04, 1, 12.50
6, 8.25, 1, 12.09
6, 9.36, 1, 11.99
6, 8.13, 1, 12.56
6, 9.38, 1, 12.08
6, 8.24, 1, 11.93
6, 9.10, 1, 11.78
6, 9.00, 1, 12.15
6, 8.71, 1, 12.00
6, 8.68, 1, 12.86
6, 8.33, 1, 11.94
6, 8.52, 1, 11.77
6, 8.55, 1, 12.36
6, 8.82, 1, 12.83
6, 9.03, 1, 12.54
6, 8.83, 1, 11.89
6, 8.04, 1, 12.34
6, 8.72, 1, 11.88
6, 8.76, 1, 11.78
6, 9.10, 1, 12.08
6, 8.39, 1, 12.16
6, 7.99, 1, 12.24
6, 8.63, 1, 12.42
6, 8.96, 1, 12.22
6, 8.96, 1, 12.83
6, 9.08, 1, 12.38
6, 8.48, 1, 11.93
6, 8.67, 1, 11.97
6, 8.84, 1, 12.45
6, 9.19, 1, 12.48
6, 8.31, 1, 11.97
6, 8.64, 1, 12.27
6, 7.71, 1, 12.19
6, 9.16, 1, 11.77
6, 8.25, 1, 12.01
6, 8.60, 1, 12.22
6, 9.17, 1, 12.60
6, 8.52, 1, 12.32
6, 9.55, 1, 12.63
6, 9.54, 1, 12.11
6, 8.74, 1, 11.94
6, 9.09, 1, 11.06
6, 8.95, 1, 12.40
6, 8.62, 1, 12.42
6, 8.84, 1, 11.78
6, 9.09, 1, 12.43
6, 9.17, 1, 12.14
7, 9.32, 1, 12.47
7, 8.50, 1, 13.13
7, 9.01, 1, 13.02
7, 8.77, 1, 13.36
7, 8.32, 1, 12.82
7, 9.03, 1, 12.84
7, 9.24, 1, 12.63
7, 7.83, 1, 12.85
7, 8.46, 1, 12.18
7, 8.64, 1, 13.46
7, 8.39, 1, 12.00
7, 8.02, 1, 12.39
7, 9.17, 1, 12.60
7, 8.33, 1, 12.41
7, 9.22, 1, 12.53
7, 8.92, 1, 12.22
7, 8.90, 1, 12.45
7, 9.03, 1, 13.19
7, 8.90, 1, 13.32
7, 8.99, 1, 12.07
7, 9.02, 1, 13.16
7, 8.48, 1, 13.12
7, 8.87, 1, 12.69
7, 8.69, 1, 12.56
7, 8.29, 1, 12.36
7, 9.21, 1, 12.42
7, 8.80, 1, 12.66
7, 8.83, 1, 12.99
7, 8.49, 1, 13.22
7, 8.51, 1, 12.58
7, 8.44, 1, 12.68
7, 8.82, 1, 12.21
7, 8.87, 1, 12.25
7, 8.79, 1, 12.79
7, 8.39, 1, 12.93
7, 7.58, 1, 12.32
7, 8.36, 1, 12.99
7, 8.52, 1, 12.55
7, 9.11, 1, 13.13
7, 8.94, 1, 12.75
7, 9.09, 1, 12.57
7, 7.84, 1, 12.97
7, 8.30, 1, 12.89
7, 8.14, 1, 12.84
7, 8.70, 1, 12.25
7, 8.98, 1, 12.62
7, 8.07, 1, 12.43
7, 8.07, 1, 12.97
7, 8.56, 1, 12.66
7, 8.52, 1, 12.61
7, 8.22, 1, 12.71
7, 9.05, 1, 12.76
7, 8.74, 1, 12.55
7, 9.24, 1, 12.28
7, 8.31, 1, 12.74
7, 9.38, 1, 12.62
7, 8.13, 1, 12.67
7, 8.72, 1, 12.11
7, 8.18, 1, 13.09
7, 8.86, 1, 13.05
7, 8.51, 1, 12.87
7, 8.67, 1, 12.71
7, 9.48, 1, 12.66
7, 8.65, 1, 12.58
7, 8.16, 1, 12.71
7, 7.95, 1, 12.44
7, 8.02, 1, 13.31
7, 8.35, 1, 12.48
7, 9.22, 1, 12.11
7, 8.53, 1, 11.96
7, 8.07, 1, 12.11
7, 8.45, 1, 12.64
7, 8.59, 1, 13.31
7, 9.28, 1, 12.75
7, 8.46, 1, 12.53
7, 7.88, 1, 12.56
7, 9.26, 1, 12.91
7, 8.97, 1, 13.61
7, 8.09, 1, 12.65
7, 9.58, 1, 12.73
7, 8.77, 1, 12.43
7, 8.18, 1, 13.02
7, 8.17, 1, 12.57
7, 8.03, 1, 12.03
7, 8.39, 1, 13.05
7, 8.19, 1, 12.46
7, 9.45, 1, 13.40
7, 8.99, 1, 12.85
7, 8.24, 1, 12.56
7, 9.04, 1, 13.31
7, 7.87, 1, 12.38
7, 8.03, 1, 12.98
7, 8.83, 1, 12.77
7, 8.07, 1, 13.22
7, 8.15, 1, 12.44
7, 8.60, 1, 13.36
7, 8.40, 1, 12.67
7, 8.15, 1, 13.09
7, 8.54, 1, 12.46
7, 8.89, 1, 12.78
8, 9.27, 1, 12.50
8, 8.49, 1, 12.78
8, 8.28, 1, 13.31
8, 8.35, 1, 13.62
8, 8.99, 1, 12.95
8, 8.28, 1, 12.98
8, 8.26, 1, 13.18
8, 8.31, 1, 13.53
8, 8.22, 1, 13.03
8, 8.85, 1, 13.15
8, 8.57, 1, 13.22
8, 9.12, 1, 13.14
8, 9.79, 1, 13.20
8, 8.09, 1, 13.07
8, 8.68, 1, 13.14
8, 8.09, 1, 13.98
8, 8.59, 1, 13.12
8, 8.52, 1, 13.42
8, 8.07, 1, 12.98
8, 8.93, 1, 13.27
8, 8.28, 1, 12.78
8, 8.65, 1, 12.67
8, 8.29, 1, 13.23
8, 8.30, 1, 13.78
8, 8.60, 1, 13.73
8, 8.18, 1, 12.98
8, 8.16, 1, 13.16
8, 8.64, 1, 12.75
8, 9.04, 1, 12.96
8, 8.70, 1, 13.34
8, 8.93, 1, 13.08
8, 8.66, 1, 13.39
8, 8.08, 1, 12.92
8, 7.99, 1, 12.97
8, 8.80, 1, 13.61
8, 8.51, 1, 13.26
8, 9.20, 1, 13.47
8, 8.29, 1, 13.37
8, 8.32, 1, 13.58
8, 8.76, 1, 13.03
8, 8.49, 1, 13.20
8, 8.27, 1, 13.30
8, 8.23, 1, 12.77
8, 8.88, 1, 13.91
8, 9.17, 1, 13.37
8, 9.32, 1, 12.86
8, 8.74, 1, 12.98
8, 9.17, 1, 12.71
8, 8.43, 1, 13.28
8, 8.41, 1, 13.04
8, 8.89, 1, 12.66
8, 8.33, 1, 12.94
8, 8.71, 1, 13.25
8, 9.40, 1, 13.50
8, 8.53, 1, 13.08
8, 8.89, 1, 12.94
8, 8.53, 1, 13.43
